Customer_ID,First_Name,Last_Name,Address,Last_Purchase_ID,Phone_Number
11695,Brooke,Gillingham,"10009, New York, New York City",OFF-AR-10001615,483|214|6511
11710,Brosina,Hoffman,"19140, Pennsylvania, Philadelphia",TEC-AC-10000387,240-829-3745
11725,Bruce,Degenhardt,"31907, Georgia, Columbus",OFF-ST-10003716,861|573|9828
11740,Bruce,Geld,"19120, Pennsylvania, Philadelphia",FUR-FU-10001473,N/a
11755,Bruce,Stewart,"19143, Pennsylvania, Philadelphia",FUR-FU-10003878,107/952/0329
11770,Bryan,Davis,"10011, New York, New York City",OFF-ST-10002276,987-425-0813
11785,Bryan,Mills,"14609, New York, Rochester",OFF-AR-10002656,625|238|4710
11800,Bryan,Spruell...,"10011, New York, New York City",OFF-AR-10004344,452-751-1974
11815,Candace,..McMahon,"77506, Texas, Pasadena",OFF-PA-10004609,078/863/7126
11845,Cari,1122Sayre,"60623, Illinois, Chicago",OFF-BI-10002353,816-342-5389
11860,Cari,//Schnelling,"10011, New York, New York City",OFF-AR-10001026,
11875,Carl,Jackson,"19140, Pennsylvania, Philadelphia",OFF-AR-10004269,335-017-2570
11890,Carl,Ludwig,"19143, Pennsylvania, Philadelphia",OFF-PA-10000380,973|654|1033
11905,Carl,Weiss...,"11561, New York, Long Beach",OFF-FA-10003472,609-786-0297
11920,Carlos,Daly,"10024, New York, New York City",OFF-PA-10004948,N/a
11935,Carlos,Meador,"28314, North Carolina, Fayetteville",FUR-BO-10002213,149/916/8737
11950,Carlos,..Soltero,"10024, New York, New York City",FUR-FU-10001934,843-269-4981
11965,Carol,Adams,"2886, Rhode Island, Warwick",TEC-CO-10002095,
11980,Carol,//Darley,"10011, New York, New York City",OFF-PA-10003302,307-535-2162
11995,Carol,Triggs,"1841, Massachusetts, Lawrence",FUR-CH-10004675,899|721|0435
12010,Caroline,Jumper,"10009, New York, New York City",FUR-CH-10002084,
12025,Cassandra,Brandow,"19134, Pennsylvania, Philadelphia",OFF-EN-10001509,423|253|9026
12040,Catherine,12Glotzbach,"10024, New York, New York City",OFF-LA-10003121,180/804/6533
12055,Cathy,Armstrong,"10009, New York, New York City",OFF-BI-10001524,920-156-3876
12070,Cathy,Hwang,"19143, Pennsylvania, Philadelphia",OFF-PA-10003309,647|075|6113
12085,Cathy,Prescott,"10024, New York, New York City",TEC-PH-10000673,N/a
12100,Chad,Cunningham...,"19120, Pennsylvania, Philadelphia",OFF-BI-10001308,
12115,Chad,McGuire,"10011, New York, New York City",FUR-FU-10004018,N/a
12130,Chad,Sievert,"78745, Texas, Austin",OFF-ST-10000107,474-872-4367
12145,Charles,..Crestani,"73120, Oklahoma, Oklahoma City",OFF-PA-10003270,541|386|7929
12160,Charles,McCrossin,"19134, Pennsylvania, Philadelphia",OFF-BI-10004364,368-271-4597
12175,Charles,Sheldon,"37421, Tennessee, Chattanooga",OFF-BI-10003669,024/639/8516
12190,Charlotte,//Melton,"13501, New York, Utica",TEC-PH-10002583,739-965-2291
12205,Chloris,Kastensmidt,"11550, New York, Hempstead",OFF-AR-10003772,483|214|6512
12220,Chris,Cortes,"10024, New York, New York City",FUR-CH-10003298,240-829-3746
12235,Chris,//McAfee,"13601, New York, Watertown",OFF-BI-10003656,861|573|9829
12250,Chris,Selesnick,"10024, New York, New York City",OFF-ST-10001558,N/a
12265,Christina,Anderson,"10024, New York, New York City",OFF-PA-10000477,107/952/0330
12280,Christina,DeMoss,"10024, New York, New York City",FUR-CH-10004875,987-425-0814
12295,Christina,VanderZanden,"10011, New York, New York City",FUR-FU-10004748,625|238|4711
12310,Christine,Abelman,"45231, Ohio, Cincinnati",OFF-EN-10004386,452-751-1975
12325,Christine,Kargatis,"23320, Virginia, Chesapeake",FUR-CH-10003379,078/863/7127
12340,Christine,Phan,"10009, New York, New York City",OFF-BI-10000848,816-342-5390
12355,Christine,Sundaresam,"10024, New York, New York City",FUR-BO-10003441,
12370,Christopher,Conant,"10011, New York, New York City",FUR-FU-10004091,335-017-2571
12385,Christopher,Martinez,"29406, South Carolina, North Charleston",OFF-ST-10001809,973|654|1034
12400,Christopher,Schild,"19134, Pennsylvania, Philadelphia",TEC-PH-10001795,609-786-0298
12415,Christy,Brittain,"10009, New York, New York City",OFF-PA-10004092,N/a
12430,Chuck,Clark,"10009, New York, New York City",FUR-FU-10001934,149/916/8738
12445,Chuck,Magee...,"77095, Texas, Houston",FUR-CH-10002372,843-269-4982
12460,Chuck,..Sachs,"10009, New York, New York City",OFF-BI-10001524,
12475,Cindy,3Chapman,"10024, New York, New York City",OFF-BI-10000315,307-535-2163
12490,Cindy,//Schnelling,"10009, New York, New York City",OFF-AR-10001573,899|721|0436
12505,Cindy,Stewart,"27360, North Carolina, Thomasville",OFF-SU-10000381,
12520,Claire,Gute,"42420, Kentucky, Henderson",FUR-BO-10001798,423|253|9027
12535,Claudia,Bergmann...,"05408, Vermont, Burlington",OFF-AR-10003477,180/804/6534
12550,Clay,Cheatham,"75023, Texas, Plano",OFF-PA-10003729,920-156-3877
12565,Clay,Ludtke,"10009, New York, New York City",OFF-AR-10002445,647|075|6114
12580,Clay,..Rozendal,"10009, New York, New York City",OFF-BI-10004187,N/a
12595,Clytie,Kelty,"10024, New York, New York City",OFF-EN-10001099,
12610,Corey,//Catlett,"19134, Pennsylvania, Philadelphia",OFF-BI-10000301,N/a
12625,Corey,Roper,"31907, Georgia, Columbus",FUR-CH-10001146,474-872-4368
12640,Corey-Lock,(ריק),"19143, Pennsylvania, Philadelphia",OFF-LA-10000452,541|386|7930
12655,Corinna,Mitchell,"10011, New York, New York City",OFF-LA-10001569,368-271-4598
12670,Craig,12Carreira,"10009, New York, New York City",OFF-BI-10003460,024/639/8517
12685,Craig,Carroll,"10011, New York, New York City",OFF-BI-10002012,739-965-2292
12700,Craig,Leslie,"10009, New York, New York City",TEC-AC-10002800,483|214|6513
12715,Craig,Molinari,"19140, Pennsylvania, Philadelphia",FUR-FU-10001095,240-829-3747
12730,Craig,Reiter...,"10009, New York, New York City",OFF-AP-10000828,861|573|9830
12745,Craig,Yedwab,"38401, Tennessee, Columbia",TEC-PH-10001944,N/a
12760,Cyma,Kinney,"10011, New York, New York City",OFF-AR-10003582,107/952/0331
12775,Cynthia,..Arntzen,"19140, Pennsylvania, Philadelphia",FUR-CH-10001394,987-425-0815
12790,Cynthia,Delaney,"6484, Connecticut, Shelton",OFF-PA-10004285,625|238|4712
12805,Cynthia,Voltz,"10024, New York, New York City",FUR-CH-10003396,452-751-1976
12820,Cyra,//Reiten,"10035, New York, New York City",OFF-PA-10002377,078/863/7128
12835,Damala,Kotsonis,"10024, New York, New York City",OFF-AR-10001955,816-342-5391
12850,Dan,Campbell,"10011, New York, New York City",OFF-AR-10002833,
12865,Dan,//Lawera,"10011, New York, New York City",OFF-AP-10004336,335-017-2572
12880,Dan,Reichenbach,"10009, New York, New York City",OFF-BI-10004094,973|654|1035
12895,Dana,Kaydos,"33023, Florida, Miramar",FUR-FU-10001488,609-786-0299
12910,Daniel,Byrd...,"31907, Georgia, Columbus",FUR-FU-10003274,N/a
12925,Daniel,..Lacy,"11561, New York, Long Beach",FUR-FU-10003142,149/916/8739
12940,Daniel,1122Raglin,"2038, Massachusetts, Franklin",FUR-CH-10003817,843-269-4983
12955,Dario,//Medina,"37211, Tennessee, Nashville",OFF-AP-10001271,
12970,Darren,Budd,"10024, New York, New York City",FUR-CH-10003746,307-535-2164
12985,Darren,Koutras,"37075, Tennessee, Hendersonville",FUR-FU-10000087,899|721|0437
13000,Darren,Powers,"10035, New York, New York City",OFF-AR-10001725,
13015,Darrin,Martin,"10009, New York, New York City",FUR-TA-10001039,423|253|9028
13030,Darrin,Sayre,"10009, New York, New York City",OFF-SU-10000646,180/804/6535
13045,Darrin,Van Huff,"19143, Pennsylvania, Philadelphia",FUR-CH-10001797,920-156-3878
13060,Dave,Brooks,"1852, Massachusetts, Lowell",OFF-ST-10003306,647|075|6115
13075,Dave,Hallsten,"10035, New York, New York City",OFF-BI-10003656,N/a
13090,Dave,Kipp,"11561, New York, Long Beach",TEC-PH-10000923,
13105,Dave,Poirier,"10035, New York, New York City",OFF-BI-10003694,N/a
13120,David,Bremer,"14609, New York, Rochester",OFF-LA-10002271,474-872-4369
13135,David,Flashing,"10009, New York, New York City",OFF-PA-10003302,541|386|7931
13150,David,Kendrick,"10009, New York, New York City",OFF-BI-10001524,368-271-4599
13165,David,Philippe...,"10035, New York, New York City",FUR-BO-10003272,024/639/8518
13180,David,..Smith,"14701, New York, Jamestown",TEC-AC-10000736,739-965-2293
13195,David,22Wiener,"37918, Tennessee, Knoxville",OFF-AR-10002833,483|214|6514
13210,Dean,//Braden,"19134, Pennsylvania, Philadelphia",FUR-CH-10000309,240-829-3748
13225,Dean,Katz,"10011, New York, New York City",FUR-TA-10002958,861|573|9831
13240,Dean,percer,"10035, New York, New York City",OFF-ST-10001505,N/a
13255,Deanra,Eno...,"44107, Ohio, Lakewood",OFF-AR-10002804,107/952/0332
13270,Deborah,Brumfield,"10009, New York, New York City",OFF-AR-10001044,987-425-0816
13285,Debra,Catini,"23223, Virginia, Richmond",FUR-FU-10000175,625|238|4713
13300,Deirdre,..Greer,"10035, New York, New York City",OFF-EN-10003055,452-751-1977
13315,Delfina,Latchford,"10024, New York, New York City",OFF-EN-10003296,078/863/7129
13330,Denise,//Leinenbach,"10009, New York, New York City",OFF-AR-10004441,816-342-5392
13345,Denise,Monton,"10024, New York, New York City",FUR-CH-10003968,
13360,Dennis,Bolton,"10009, New York, New York City",FUR-CH-10004983,335-017-2573
13375,Dennis,Kane,"10024, New York, New York City",TEC-PH-10002075,973|654|1036
13390,Dennis,12Pardue,"19120, Pennsylvania, Philadelphia",OFF-AR-10001860,609-786-0300
13405,Denny,Blanton,"10011, New York, New York City",OFF-AR-10001683,N/a
13420,Denny,Joy,"31088, Georgia, Warner Robins",FUR-CH-10001482,149/916/8740
13435,Denny,Ordway,"10035, New York, New York City",OFF-ST-10004123,843-269-4984
13450,Dianna,Arnett...,"20016, District of Columbia, Washington",FUR-FU-10004973,
13465,Dianna,Vittorini,"11561, New York, Long Beach",OFF-LA-10003766,307-535-2165
13480,Dianna,Wilson,"40214, Kentucky, Louisville",OFF-BI-10003364,899|721|0438
13495,Dionis,..Lloyd,"10024, New York, New York City",OFF-EN-10002986,
13510,Don,Jones,"10024, New York, New York City",OFF-LA-10001297,423|253|9029
13525,Don,Miller,"10035, New York, New York City",FUR-FU-10000277,180/804/6536
13540,Don,//Weiss,"10024, New York, New York City",OFF-AR-10002956,920-156-3879
13555,Dorothy,Badders,"19711, Delaware, Newark",FUR-BO-10003660,647|075|6116
13570,Dorothy,Dickinson,"19134, Pennsylvania, Philadelphia",OFF-LA-10004178,N/a
13585,Dorothy,//Wardle,"28314, North Carolina, Fayetteville",FUR-BO-10003433,
13600,Dorris,liebe,"10035, New York, New York City",FUR-CH-10000454,N/a
13615,Doug,Bickford,"28205, North Carolina, Charlotte",OFF-ST-10000676,474-872-4370
13630,Doug,Jacobs,"10009, New York, New York City",FUR-CH-10001708,541|386|7932
13645,Doug,O'Connell,"1841, Massachusetts, Lawrence",OFF-PA-10000552,368-271-4600
13660,Duane,Benoit,"11572, New York, Oceanside",FUR-FU-10001037,024/639/8519
13675,Duane,Huffman,"2169, Massachusetts, Quincy",FUR-FU-10004006,739-965-2294
13690,Duane,Noonan,"10011, New York, New York City",OFF-PA-10003823,483|214|6515
13705,Ed,Braxton,"10024, New York, New York City",OFF-BI-10003274,240-829-3749
13720,Ed,Jacobs,"19143, Pennsylvania, Philadelphia",OFF-ST-10003816,861|573|9832
13735,Ed,Ludwig,"21044, Maryland, Columbia",OFF-BI-10001078,N/a
13750,Edward,Becker,"10011, New York, New York City",FUR-CH-10003774,107/952/0333
13765,Edward,Hooks,"10009, New York, New York City",FUR-FU-10000732,987-425-0817
13780,Edward,Nazzal,"10009, New York, New York City",OFF-AP-10004540,625|238|4714
13795,Eileen,Kiefer,"60610, Illinois, Chicago",TEC-AC-10004761,452-751-1978
13810,Eleni,McCrary,"10009, New York, New York City",FUR-TA-10001539,078/863/7130
13825,Elizabeth,Moffitt,"30328, Georgia, Sandy Springs",OFF-PA-10002195,816-342-5393
13840,Ellis,Ballard,"10035, New York, New York City",OFF-ST-10003324,
13855,Elpida,Rittenbach,"28205, North Carolina, Charlotte",FUR-TA-10002533,335-017-2574
13870,Emily,Burns,"10035, New York, New York City",FUR-CH-10003199,973|654|1037
13885,Emily,Ducich,"10011, New York, New York City",FUR-CH-10002073,609-786-0301
13900,Emily,Grady,"11572, New York, Oceanside",FUR-CH-10002965,N/a
13915,Emily,Phan,"10011, New York, New York City",TEC-CO-10001046,149/916/8741
13930,Eric,Barreto,"23223, Virginia, Richmond",FUR-FU-10003731,843-269-4985
13945,Eric,Hoffmann,"19120, Pennsylvania, Philadelphia",OFF-BI-10003364,
13960,Eric,Murdock,"19134, Pennsylvania, Philadelphia",TEC-AC-10003657,307-535-2166
13975,Erica,Bern,"27405, North Carolina, Greensboro",OFF-BI-10002557,899|721|0439
13990,Erica,Hackney,"10009, New York, New York City",FUR-CH-10003817,
14005,Erica,Hernandez,"19143, Pennsylvania, Philadelphia",OFF-EN-10003040,423|253|9030
14020,Erica,Smith,"10035, New York, New York City",TEC-AC-10002402,180/804/6537
14035,Erin,Ashbrook,"10011, New York, New York City",FUR-FU-10001861,920-156-3880
14050,Erin,Creighton,"10024, New York, New York City",OFF-PA-10002741,647|075|6117
14065,Erin,Mull...,"10009, New York, New York City",OFF-ST-10004634,N/a
14080,Erin,..Smith,"19134, Pennsylvania, Philadelphia",OFF-PA-10001125,
14095,Eudokia,1122Martin,"10024, New York, New York City",OFF-ST-10001031,N/a
14110,Eugene,//Barchas,"10035, New York, New York City",OFF-EN-10001539,474-872-4371
14125,Eugene,Hildebrand,"14609, New York, Rochester",OFF-AR-10002804,541|386|7933
14140,Eugene,Moren,"19711, Delaware, Newark",OFF-BI-10000309,368-271-4601
14155,Eva,Jacobs...,"2038, Massachusetts, Franklin",FUR-FU-10002045,024/639/8520
14170,Evan,Bailliet,"28205, North Carolina, Charlotte",OFF-LA-10001641,739-965-2295
14185,Evan,Henry,"10035, New York, New York City",OFF-BI-10004600,483|214|6516
14200,Evan,..Minnotte,"23464, Virginia, Virginia Beach",OFF-FA-10003021,240-829-3750
14215,Filia,McAdams,"19140, Pennsylvania, Philadelphia",OFF-ST-10004804,861|573|9833
14230,Frank,//Atkinson,"27604, North Carolina, Raleigh",FUR-FU-10000076,N/a
14245,Frank,Carlisle,"33012, Florida, Hialeah",OFF-ST-10001321,107/952/0334
14260,Frank,Gastineau,"10009, New York, New York City",OFF-AP-10001962,987-425-0818
14275,Frank,Hawley,"10024, New York, New York City",OFF-BI-10003925,625|238|4715
14290,Frank,12Merwin,"19140, Pennsylvania, Philadelphia",OFF-AR-10001954,452-751-1979
14305,Frank,Olsen,"10035, New York, New York City",OFF-BI-10003669,078/863/7131
14320,Frank,Preis,"10009, New York, New York City",FUR-CH-10000454,816-342-5394
14335,Fred,Chung,"19140, Pennsylvania, Philadelphia",OFF-ST-10002583,
14350,Fred,Harton...,"30318, Georgia, Atlanta",OFF-AP-10000828,335-017-2575
14365,Fred,Hopkins,"10009, New York, New York City",TEC-PH-10000702,973|654|1038
14380,Fred,McMath,"10024, New York, New York City",OFF-ST-10000419,609-786-0302
14395,Fred,..Wasserman,"10011, New York, New York City",TEC-PH-10003988,N/a
14410,Gary,Hansen,"37075, Tennessee, Hendersonville",OFF-BI-10003314,149/916/8742
14425,Gary,Hwang,"32216, Florida, Jacksonville",OFF-BI-10001098,843-269-4986
14440,Gary,//McGarr,"10009, New York, New York City",FUR-BO-10001918,
14455,Gary,Mitchum,"2038, Massachusetts, Franklin",FUR-FU-10002501,307-535-2167
14470,Gary,Zandusky,"21044, Maryland, Columbia",FUR-FU-10004306,899|721|0440
14485,Gene,//Hale,"75080, Texas, Richardson",FUR-FU-10003664,
14500,Gene,McClure,"11572, New York, Oceanside",OFF-BI-10000088,423|253|9031
14515,George,Ashbrook,"10011, New York, New York City",FUR-CH-10001891,180/804/6538
14530,George,Bell,"13021, New York, Auburn",OFF-PA-10002250,920-156-3881
14545,George,Zrebassa...,"1841, Massachusetts, Lawrence",OFF-ST-10001321,647|075|6118
14560,Georgia,..Rosenberg,"19805, Delaware, Wilmington",FUR-BO-10000362,N/a
14575,Giulietta,1122Baptist,"10011, New York, New York City",FUR-FU-10003347,
14590,Giulietta,//Dortch,"19143, Pennsylvania, Philadelphia",OFF-PA-10001204,N/a
14605,Giulietta,Weimer,"10024, New York, New York City",TEC-PH-10000011,474-872-4372
14620,Grace,Kelly,"27405, North Carolina, Greensboro",OFF-AR-10001446,541|386|7934
14635,Grant,Thornton...,"10009, New York, New York City",OFF-BI-10001116,368-271-4602
14650,Greg,Guthrie,"10035, New York, New York City",TEC-PH-10000439,024/639/8521
14665,Greg,Hansen,"60610, Illinois, Chicago",OFF-SU-10002537,739-965-2296
14680,Greg,..Matthias,"10011, New York, New York City",FUR-BO-10003034,483|214|6517
14695,Greg,Maxwell,"22304, Virginia, Alexandria",OFF-AR-10000127,240-829-3751
14710,Greg,//Tran,"10024, New York, New York City",OFF-BI-10001989,861|573|9834
14725,Guy,Armstrong,"19120, Pennsylvania, Philadelphia",TEC-AC-10004859,N/a
14740,Guy,Phonely,"1453, Massachusetts, Leominster",OFF-BI-10000343,107/952/0335
14755,Guy,Thornton,"61107, Illinois, Rockford",OFF-BI-10001524,987-425-0819
14770,Hallie,12Redmond,"10035, New York, New York City",TEC-PH-10003655,625|238|4716
14785,Harold,Dahlen,"19143, Pennsylvania, Philadelphia",OFF-AR-10003183,452-751-1980
